# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
1763          	(-5.211524e+02 1.696715e+01 4.325402e+02)	(-5.211765e+02 1.394330e+01 4.364253e+02)	(2.408329e-02 3.023849e+00 -3.885094e+00)
1764          	(-5.211547e+02 1.700385e+01 4.325366e+02)	(-5.211787e+02 1.397978e+01 4.364213e+02)	(2.408606e-02 3.024067e+00 -3.884722e+00)
1765          	(-5.211579e+02 1.705395e+01 4.325258e+02)	(-5.211820e+02 1.402966e+01 4.364101e+02)	(2.408792e-02 3.024291e+00 -3.884341e+00)
1766          	(-5.211597e+02 1.707052e+01 4.325130e+02)	(-5.211838e+02 1.404600e+01 4.363970e+02)	(2.408851e-02 3.024521e+00 -3.883962e+00)
1767          	(-5.211641e+02 1.713277e+01 4.325017e+02)	(-5.211882e+02 1.410803e+01 4.363853e+02)	(2.408986e-02 3.024735e+00 -3.883568e+00)
1768          	(-5.211685e+02 1.720001e+01 4.324882e+02)	(-5.211926e+02 1.417505e+01 4.363714e+02)	(2.408914e-02 3.024967e+00 -3.883183e+00)
1769          	(-5.211707e+02 1.724849e+01 4.324764e+02)	(-5.211947e+02 1.422328e+01 4.363592e+02)	(2.408724e-02 3.025208e+00 -3.882798e+00)
1770          	(-5.211694e+02 1.723953e+01 4.324755e+02)	(-5.211935e+02 1.421407e+01 4.363579e+02)	(2.408416e-02 3.025457e+00 -3.882421e+00)
1771          	(-5.211688e+02 1.725858e+01 4.324839e+02)	(-5.211929e+02 1.423290e+01 4.363659e+02)	(2.408160e-02 3.025689e+00 -3.882039e+00)
1772          	(-5.211678e+02 1.728409e+01 4.324808e+02)	(-5.211919e+02 1.425815e+01 4.363625e+02)	(2.407763e-02 3.025937e+00 -3.881672e+00)
1773          	(-5.211656e+02 1.729037e+01 4.324827e+02)	(-5.211896e+02 1.426418e+01 4.363640e+02)	(2.407304e-02 3.026187e+00 -3.881308e+00)
1774          	(-5.211604e+02 1.724859e+01 4.324887e+02)	(-5.211845e+02 1.422215e+01 4.363696e+02)	(2.406788e-02 3.026439e+00 -3.880956e+00)
1775          	(-5.211577e+02 1.723458e+01 4.325071e+02)	(-5.211818e+02 1.420791e+01 4.363877e+02)	(2.406376e-02 3.026672e+00 -3.880605e+00)
1776          	(-5.211552e+02 1.723730e+01 4.325162e+02)	(-5.211793e+02 1.421038e+01 4.363964e+02)	(2.405863e-02 3.026913e+00 -3.880272e+00)
1777          	(-5.211507e+02 1.721100e+01 4.325304e+02)	(-5.211747e+02 1.418385e+01 4.364103e+02)	(2.405346e-02 3.027151e+00 -3.879947e+00)
1778          	(-5.211450e+02 1.715099e+01 4.325466e+02)	(-5.211691e+02 1.412361e+01 4.364262e+02)	(2.404843e-02 3.027383e+00 -3.879634e+00)
1779          	(-5.211415e+02 1.712789e+01 4.325605e+02)	(-5.211656e+02 1.410030e+01 4.364398e+02)	(2.404444e-02 3.027593e+00 -3.879329e+00)
1780          	(-5.211392e+02 1.713602e+01 4.325640e+02)	(-5.211633e+02 1.410821e+01 4.364430e+02)	(2.403928e-02 3.027806e+00 -3.879040e+00)
1781          	(-5.211317e+02 1.720080e+01 4.320953e+02)	(-5.211557e+02 1.417286e+01 4.359738e+02)	(2.403890e-02 3.027931e+00 -3.878465e+00)
1782          	(-5.211197e+02 1.722941e+01 4.319708e+02)	(-5.211438e+02 1.420142e+01 4.358486e+02)	(2.403933e-02 3.027982e+00 -3.877795e+00)
1783          	(-5.211116e+02 1.719656e+01 4.323043e+02)	(-5.211356e+02 1.416850e+01 4.361816e+02)	(2.403725e-02 3.028060e+00 -3.877278e+00)
1784          	(-5.211099e+02 1.721907e+01 4.323532e+02)	(-5.211340e+02 1.419090e+01 4.362300e+02)	(2.403228e-02 3.028169e+00 -3.876841e+00)
1785          	(-5.211084e+02 1.723785e+01 4.323506e+02)	(-5.211324e+02 1.420956e+01 4.362270e+02)	(2.402551e-02 3.028294e+00 -3.876452e+00)
1786          	(-5.211058e+02 1.724218e+01 4.323340e+02)	(-5.211299e+02 1.421375e+01 4.362101e+02)	(2.401740e-02 3.028430e+00 -3.876098e+00)
1787          	(-5.211061e+02 1.727463e+01 4.323209e+02)	(-5.211301e+02 1.424606e+01 4.361966e+02)	(2.400845e-02 3.028566e+00 -3.875772e+00)
1788          	(-5.211085e+02 1.732645e+01 4.322995e+02)	(-5.211325e+02 1.429773e+01 4.361750e+02)	(2.399743e-02 3.028719e+00 -3.875475e+00)
1789          	(-5.211103e+02 1.737139e+01 4.322738e+02)	(-5.211343e+02 1.434252e+01 4.361490e+02)	(2.398501e-02 3.028879e+00 -3.875195e+00)
1790          	(-5.211118e+02 1.740898e+01 4.322451e+02)	(-5.211358e+02 1.437993e+01 4.361200e+02)	(2.397142e-02 3.029043e+00 -3.874928e+00)
1791          	(-5.211136e+02 1.744942e+01 4.322273e+02)	(-5.211376e+02 1.442022e+01 4.361020e+02)	(2.395776e-02 3.029198e+00 -3.874676e+00)
1792          	(-5.211179e+02 1.751799e+01 4.322088e+02)	(-5.211419e+02 1.448863e+01 4.360832e+02)	(2.394263e-02 3.029363e+00 -3.874442e+00)
1793          	(-5.211221e+02 1.757587e+01 4.321889e+02)	(-5.211461e+02 1.454634e+01 4.360631e+02)	(2.392660e-02 3.029529e+00 -3.874220e+00)
1794          	(-5.211252e+02 1.762121e+01 4.321685e+02)	(-5.211491e+02 1.459151e+01 4.360425e+02)	(2.390956e-02 3.029697e+00 -3.874010e+00)
1795          	(-5.211292e+02 1.767706e+01 4.321557e+02)	(-5.211531e+02 1.464721e+01 4.360295e+02)	(2.389186e-02 3.029857e+00 -3.873813e+00)
1796          	(-5.211330e+02 1.773488e+01 4.321495e+02)	(-5.211568e+02 1.470486e+01 4.360231e+02)	(2.387248e-02 3.030026e+00 -3.873634e+00)
1797          	(-5.211342e+02 1.777516e+01 4.321380e+02)	(-5.211581e+02 1.474497e+01 4.360115e+02)	(2.385203e-02 3.030196e+00 -3.873464e+00)
1798          	(-5.211338e+02 1.778305e+01 4.321329e+02)	(-5.211576e+02 1.475269e+01 4.360062e+02)	(2.383070e-02 3.030364e+00 -3.873302e+00)
1799          	(-5.211331e+02 1.779643e+01 4.321349e+02)	(-5.211569e+02 1.476591e+01 4.360080e+02)	(2.380890e-02 3.030524e+00 -3.873152e+00)
1800          	(-5.211328e+02 1.782163e+01 4.321350e+02)	(-5.211566e+02 1.479094e+01 4.360080e+02)	(2.378587e-02 3.030688e+00 -3.873015e+00)
1801          	(-5.211305e+02 1.782404e+01 4.321334e+02)	(-5.211542e+02 1.479319e+01 4.360063e+02)	(2.376221e-02 3.030850e+00 -3.872885e+00)
1802          	(-5.211269e+02 1.780868e+01 4.321304e+02)	(-5.211507e+02 1.477767e+01 4.360031e+02)	(2.373783e-02 3.031008e+00 -3.872763e+00)
1803          	(-5.211247e+02 1.781785e+01 4.321290e+02)	(-5.211484e+02 1.478670e+01 4.360017e+02)	(2.371356e-02 3.031148e+00 -3.872650e+00)
1804          	(-5.211237e+02 1.783741e+01 4.321295e+02)	(-5.211474e+02 1.480612e+01 4.360021e+02)	(2.368807e-02 3.031291e+00 -3.872550e+00)
1805          	(-5.211225e+02 1.785088e+01 4.321293e+02)	(-5.211462e+02 1.481945e+01 4.360018e+02)	(2.366193e-02 3.031430e+00 -3.872457e+00)
1806          	(-5.211199e+02 1.783663e+01 4.321305e+02)	(-5.211435e+02 1.480506e+01 4.360029e+02)	(2.363531e-02 3.031562e+00 -3.872370e+00)
1807          	(-5.211183e+02 1.784075e+01 4.321321e+02)	(-5.211419e+02 1.480907e+01 4.360044e+02)	(2.360833e-02 3.031681e+00 -3.872293e+00)
1808          	(-5.211184e+02 1.786459e+01 4.321346e+02)	(-5.211420e+02 1.483278e+01 4.360068e+02)	(2.357994e-02 3.031802e+00 -3.872225e+00)
1809          	(-5.211166e+02 1.787008e+01 4.321366e+02)	(-5.211401e+02 1.483817e+01 4.360088e+02)	(2.355112e-02 3.031915e+00 -3.872158e+00)
1810          	(-5.211150e+02 1.787861e+01 4.321344e+02)	(-5.211385e+02 1.484658e+01 4.360065e+02)	(2.352160e-02 3.032021e+00 -3.872104e+00)
1811          	(-5.211162e+02 1.790888e+01 4.321335e+02)	(-5.211397e+02 1.487675e+01 4.360056e+02)	(2.349106e-02 3.032126e+00 -3.872056e+00)
1812          	(-5.211159e+02 1.792013e+01 4.321305e+02)	(-5.211394e+02 1.488790e+01 4.360025e+02)	(2.345973e-02 3.032226e+00 -3.872010e+00)
1813          	(-5.211171e+02 1.794589e+01 4.321308e+02)	(-5.211405e+02 1.491358e+01 4.360028e+02)	(2.342793e-02 3.032314e+00 -3.871970e+00)
1814          	(-5.211194e+02 1.799089e+01 4.321293e+02)	(-5.211428e+02 1.495848e+01 4.360013e+02)	(2.339459e-02 3.032408e+00 -3.871938e+00)
1815          	(-5.211214e+02 1.801971e+01 4.321306e+02)	(-5.211448e+02 1.498721e+01 4.360026e+02)	(2.336025e-02 3.032500e+00 -3.871909e+00)
1816          	(-5.211222e+02 1.803185e+01 4.321301e+02)	(-5.211455e+02 1.499927e+01 4.360020e+02)	(2.332501e-02 3.032589e+00 -3.871884e+00)
1817          	(-5.211237e+02 1.807348e+01 4.321233e+02)	(-5.211470e+02 1.504081e+01 4.359952e+02)	(2.328947e-02 3.032665e+00 -3.871862e+00)
1818          	(-5.211257e+02 1.812941e+01 4.321141e+02)	(-5.211490e+02 1.509666e+01 4.359860e+02)	(2.325239e-02 3.032749e+00 -3.871849e+00)
1819          	(-5.211274e+02 1.816687e+01 4.321054e+02)	(-5.211506e+02 1.513404e+01 4.359773e+02)	(2.321454e-02 3.032832e+00 -3.871838e+00)
1820          	(-5.211268e+02 1.817885e+01 4.320937e+02)	(-5.211500e+02 1.514594e+01 4.359656e+02)	(2.317585e-02 3.032915e+00 -3.871829e+00)
1821          	(-5.211275e+02 1.821943e+01 4.320818e+02)	(-5.211506e+02 1.518644e+01 4.359536e+02)	(2.313719e-02 3.032985e+00 -3.871820e+00)
1822          	(-5.211291e+02 1.827191e+01 4.320725e+02)	(-5.211522e+02 1.523885e+01 4.359443e+02)	(2.309702e-02 3.033063e+00 -3.871820e+00)
1823          	(-5.211300e+02 1.830109e+01 4.320704e+02)	(-5.211531e+02 1.526795e+01 4.359422e+02)	(2.305620e-02 3.033140e+00 -3.871821e+00)
1824          	(-5.211286e+02 1.828942e+01 4.320775e+02)	(-5.211516e+02 1.525621e+01 4.359493e+02)	(2.301466e-02 3.033217e+00 -3.871829e+00)
1825          	(-5.211292e+02 1.831446e+01 4.320893e+02)	(-5.211521e+02 1.528118e+01 4.359612e+02)	(2.297368e-02 3.033277e+00 -3.871832e+00)
1826          	(-5.211300e+02 1.835357e+01 4.320948e+02)	(-5.211530e+02 1.532023e+01 4.359667e+02)	(2.293138e-02 3.033344e+00 -3.871847e+00)
1827          	(-5.211299e+02 1.837867e+01 4.320966e+02)	(-5.211528e+02 1.534526e+01 4.359685e+02)	(2.288851e-02 3.033411e+00 -3.871863e+00)
1828          	(-5.211275e+02 1.835529e+01 4.321056e+02)	(-5.211503e+02 1.532181e+01 4.359775e+02)	(2.284495e-02 3.033479e+00 -3.871885e+00)
1829          	(-5.211272e+02 1.837949e+01 4.321127e+02)	(-5.211500e+02 1.534597e+01 4.359846e+02)	(2.280232e-02 3.033527e+00 -3.871901e+00)
1830          	(-5.211274e+02 1.841480e+01 4.321190e+02)	(-5.211501e+02 1.538122e+01 4.359909e+02)	(2.275847e-02 3.033584e+00 -3.871928e+00)
1831          	(-5.211269e+02 1.843461e+01 4.321248e+02)	(-5.211496e+02 1.540097e+01 4.359968e+02)	(2.271413e-02 3.033640e+00 -3.871957e+00)
1832          	(-5.211235e+02 1.840106e+01 4.321402e+02)	(-5.211462e+02 1.536736e+01 4.360122e+02)	(2.266915e-02 3.033699e+00 -3.871995e+00)
1833          	(-5.211227e+02 1.842883e+01 4.321491e+02)	(-5.211453e+02 1.539509e+01 4.360212e+02)	(2.262558e-02 3.033736e+00 -3.872023e+00)
1834          	(-5.211224e+02 1.846871e+01 4.321550e+02)	(-5.211449e+02 1.543492e+01 4.360270e+02)	(2.258068e-02 3.033785e+00 -3.872066e+00)
1835          	(-5.211209e+02 1.849799e+01 4.321575e+02)	(-5.211434e+02 1.546415e+01 4.360297e+02)	(2.253512e-02 3.033838e+00 -3.872112e+00)
1836          	(-5.211162e+02 1.847162e+01 4.321641e+02)	(-5.211387e+02 1.543772e+01 4.360363e+02)	(2.248893e-02 3.033895e+00 -3.872167e+00)
1837          	(-5.211148e+02 1.850771e+01 4.321684e+02)	(-5.211372e+02 1.547378e+01 4.360406e+02)	(2.244422e-02 3.033933e+00 -3.872210e+00)
1838          	(-5.211130e+02 1.856417e+01 4.321614e+02)	(-5.211353e+02 1.553019e+01 4.360337e+02)	(2.239829e-02 3.033987e+00 -3.872267e+00)
1839          	(-5.211103e+02 1.860331e+01 4.321562e+02)	(-5.211327e+02 1.556927e+01 4.360285e+02)	(2.235198e-02 3.034047e+00 -3.872325e+00)
1840          	(-5.211044e+02 1.858546e+01 4.321580e+02)	(-5.211267e+02 1.555135e+01 4.360304e+02)	(2.230501e-02 3.034114e+00 -3.872394e+00)
1841          	(-5.211023e+02 1.862765e+01 4.321599e+02)	(-5.211245e+02 1.559349e+01 4.360323e+02)	(2.225944e-02 3.034162e+00 -3.872448e+00)
1842          	(-5.211015e+02 1.867941e+01 4.321621e+02)	(-5.211237e+02 1.564519e+01 4.360346e+02)	(2.221246e-02 3.034224e+00 -3.872516e+00)
1843          	(-5.211007e+02 1.871300e+01 4.321668e+02)	(-5.211228e+02 1.567871e+01 4.360394e+02)	(2.216490e-02 3.034291e+00 -3.872585e+00)
1844          	(-5.210965e+02 1.869417e+01 4.321711e+02)	(-5.211186e+02 1.565981e+01 4.360438e+02)	(2.211661e-02 3.034364e+00 -3.872662e+00)
1845          	(-5.210962e+02 1.873150e+01 4.321791e+02)	(-5.211183e+02 1.569709e+01 4.360518e+02)	(2.206956e-02 3.034414e+00 -3.872724e+00)
1846          	(-5.210971e+02 1.878099e+01 4.321828e+02)	(-5.211191e+02 1.574652e+01 4.360556e+02)	(2.202122e-02 3.034476e+00 -3.872799e+00)
1847          	(-5.210981e+02 1.881667e+01 4.321832e+02)	(-5.211200e+02 1.578213e+01 4.360561e+02)	(2.197243e-02 3.034537e+00 -3.872874e+00)
1848          	(-5.210959e+02 1.879972e+01 4.321838e+02)	(-5.211178e+02 1.576512e+01 4.360568e+02)	(2.192304e-02 3.034600e+00 -3.872957e+00)
1849          	(-5.210980e+02 1.884194e+01 4.321815e+02)	(-5.211198e+02 1.580730e+01 4.360545e+02)	(2.187527e-02 3.034636e+00 -3.873025e+00)
1850          	(-5.211006e+02 1.889735e+01 4.321724e+02)	(-5.211225e+02 1.586267e+01 4.360455e+02)	(2.182646e-02 3.034680e+00 -3.873105e+00)
1851          	(-5.211025e+02 1.894000e+01 4.321545e+02)	(-5.211243e+02 1.590527e+01 4.360276e+02)	(2.177779e-02 3.034724e+00 -3.873184e+00)
1852          	(-5.211013e+02 1.892500e+01 4.321433e+02)	(-5.211230e+02 1.589023e+01 4.360166e+02)	(2.172960e-02 3.034769e+00 -3.873271e+00)
1853          	(-5.211018e+02 1.896422e+01 4.321308e+02)	(-5.211235e+02 1.592943e+01 4.360042e+02)	(2.168426e-02 3.034792e+00 -3.873344e+00)
1854          	(-5.211016e+02 1.901716e+01 4.321172e+02)	(-5.211232e+02 1.598233e+01 4.359907e+02)	(2.163923e-02 3.034831e+00 -3.873432e+00)
1855          	(-5.210996e+02 1.905285e+01 4.321042e+02)	(-5.211212e+02 1.601797e+01 4.359777e+02)	(2.159522e-02 3.034875e+00 -3.873524e+00)
1856          	(-5.210948e+02 1.903294e+01 4.321062e+02)	(-5.211163e+02 1.599801e+01 4.359798e+02)	(2.155168e-02 3.034926e+00 -3.873627e+00)
1857          	(-5.210935e+02 1.906667e+01 4.321063e+02)	(-5.211151e+02 1.603172e+01 4.359800e+02)	(2.151041e-02 3.034956e+00 -3.873719e+00)
1858          	(-5.210931e+02 1.912033e+01 4.320983e+02)	(-5.211146e+02 1.608533e+01 4.359721e+02)	(2.146875e-02 3.035000e+00 -3.873827e+00)
1859          	(-5.210916e+02 1.915860e+01 4.320823e+02)	(-5.211131e+02 1.612355e+01 4.359563e+02)	(2.142747e-02 3.035048e+00 -3.873937e+00)
1860          	(-5.210873e+02 1.914629e+01 4.320720e+02)	(-5.211087e+02 1.611119e+01 4.359461e+02)	(2.138634e-02 3.035102e+00 -3.874058e+00)
1861          	(-5.210864e+02 1.918288e+01 4.320679e+02)	(-5.211077e+02 1.614774e+01 4.359421e+02)	(2.134732e-02 3.035136e+00 -3.874167e+00)
1862          	(-5.210857e+02 1.923868e+01 4.320587e+02)	(-5.211070e+02 1.620349e+01 4.359330e+02)	(2.130781e-02 3.035184e+00 -3.874291e+00)
1863          	(-5.210841e+02 1.927863e+01 4.320421e+02)	(-5.211054e+02 1.624340e+01 4.359166e+02)	(2.126877e-02 3.035236e+00 -3.874415e+00)
1864          	(-5.210799e+02 1.926721e+01 4.320335e+02)	(-5.211012e+02 1.623192e+01 4.359080e+02)	(2.122976e-02 3.035292e+00 -3.874550e+00)
1865          	(-5.210786e+02 1.931051e+01 4.320207e+02)	(-5.210998e+02 1.627518e+01 4.358954e+02)	(2.119287e-02 3.035329e+00 -3.874672e+00)
1866          	(-5.210789e+02 1.936522e+01 4.320138e+02)	(-5.211001e+02 1.632984e+01 4.358887e+02)	(2.115541e-02 3.035379e+00 -3.874808e+00)
1867          	(-5.210775e+02 1.941117e+01 4.319912e+02)	(-5.210986e+02 1.637573e+01 4.358661e+02)	(2.111819e-02 3.035434e+00 -3.874945e+00)
1868          	(-5.210732e+02 1.940541e+01 4.319770e+02)	(-5.210943e+02 1.636992e+01 4.358521e+02)	(2.108112e-02 3.035492e+00 -3.875091e+00)
1869          	(-5.210720e+02 1.945541e+01 4.319546e+02)	(-5.210930e+02 1.641987e+01 4.358298e+02)	(2.104599e-02 3.035533e+00 -3.875225e+00)
1870          	(-5.210712e+02 1.952260e+01 4.319292e+02)	(-5.210922e+02 1.648701e+01 4.358046e+02)	(2.101039e-02 3.035589e+00 -3.875371e+00)
1871          	(-5.210699e+02 1.956675e+01 4.319078e+02)	(-5.210909e+02 1.653110e+01 4.357833e+02)	(2.097517e-02 3.035648e+00 -3.875518e+00)
1872          	(-5.210659e+02 1.956031e+01 4.318943e+02)	(-5.210868e+02 1.652460e+01 4.357699e+02)	(2.093998e-02 3.035712e+00 -3.875672e+00)
1873          	(-5.210649e+02 1.961054e+01 4.318748e+02)	(-5.210858e+02 1.657478e+01 4.357506e+02)	(2.090675e-02 3.035757e+00 -3.875814e+00)
1874          	(-5.210645e+02 1.967849e+01 4.318528e+02)	(-5.210854e+02 1.664267e+01 4.357288e+02)	(2.087298e-02 3.035817e+00 -3.875967e+00)
1875          	(-5.210644e+02 1.974984e+01 4.318199e+02)	(-5.210853e+02 1.671396e+01 4.356961e+02)	(2.083953e-02 3.035882e+00 -3.876122e+00)
1876          	(-5.210619e+02 1.975419e+01 4.318043e+02)	(-5.210827e+02 1.671823e+01 4.356806e+02)	(2.080587e-02 3.035953e+00 -3.876287e+00)
1877          	(-5.210615e+02 1.979831e+01 4.317928e+02)	(-5.210823e+02 1.676231e+01 4.356692e+02)	(2.077463e-02 3.035999e+00 -3.876435e+00)
1878          	(-5.210620e+02 1.985988e+01 4.317796e+02)	(-5.210827e+02 1.682382e+01 4.356562e+02)	(2.074270e-02 3.036062e+00 -3.876598e+00)
1879          	(-5.210619e+02 1.990305e+01 4.317680e+02)	(-5.210826e+02 1.686692e+01 4.356448e+02)	(2.071116e-02 3.036127e+00 -3.876761e+00)
1880          	(-5.210593e+02 1.989569e+01 4.317600e+02)	(-5.210800e+02 1.685949e+01 4.356369e+02)	(2.067965e-02 3.036199e+00 -3.876930e+00)
1881          	(-5.210598e+02 1.993497e+01 4.317585e+02)	(-5.210805e+02 1.689872e+01 4.356355e+02)	(2.065029e-02 3.036248e+00 -3.877085e+00)
1882          	(-5.210604e+02 1.999655e+01 4.317423e+02)	(-5.210811e+02 1.696024e+01 4.356195e+02)	(2.062023e-02 3.036313e+00 -3.877252e+00)
1883          	(-5.210603e+02 2.003805e+01 4.317312e+02)	(-5.210809e+02 1.700166e+01 4.356086e+02)	(2.059052e-02 3.036381e+00 -3.877417e+00)
1884          	(-5.210581e+02 2.003073e+01 4.317279e+02)	(-5.210786e+02 1.699428e+01 4.356055e+02)	(2.056086e-02 3.036455e+00 -3.877590e+00)
1885          	(-5.210586e+02 2.006762e+01 4.317289e+02)	(-5.210792e+02 1.703111e+01 4.356067e+02)	(2.053319e-02 3.036508e+00 -3.877748e+00)
1886          	(-5.210600e+02 2.012349e+01 4.317204e+02)	(-5.210805e+02 1.708691e+01 4.355983e+02)	(2.050480e-02 3.036576e+00 -3.877917e+00)
1887          	(-5.210600e+02 2.016798e+01 4.317066e+02)	(-5.210805e+02 1.713133e+01 4.355847e+02)	(2.047676e-02 3.036646e+00 -3.878085e+00)
1888          	(-5.210573e+02 2.017157e+01 4.316910e+02)	(-5.210777e+02 1.713485e+01 4.355693e+02)	(2.044875e-02 3.036721e+00 -3.878256e+00)
1889          	(-5.210570e+02 2.021921e+01 4.316746e+02)	(-5.210775e+02 1.718243e+01 4.355530e+02)	(2.042254e-02 3.036778e+00 -3.878415e+00)
1890          	(-5.210576e+02 2.028305e+01 4.316542e+02)	(-5.210780e+02 1.724620e+01 4.355328e+02)	(2.039562e-02 3.036848e+00 -3.878583e+00)
1891          	(-5.210589e+02 2.030688e+01 4.316438e+02)	(-5.210792e+02 1.726996e+01 4.355225e+02)	(2.036872e-02 3.036920e+00 -3.878745e+00)
1892          	(-5.210564e+02 2.034014e+01 4.316194e+02)	(-5.210768e+02 1.730314e+01 4.354983e+02)	(2.034198e-02 3.036997e+00 -3.878908e+00)
1893          	(-5.210570e+02 2.037130e+01 4.316043e+02)	(-5.210774e+02 1.733424e+01 4.354834e+02)	(2.031684e-02 3.037057e+00 -3.879059e+00)
1894          	(-5.210575e+02 2.046234e+01 4.315653e+02)	(-5.210778e+02 1.742520e+01 4.354445e+02)	(2.029098e-02 3.037132e+00 -3.879217e+00)
1895          	(-5.210575e+02 2.049048e+01 4.315434e+02)	(-5.210778e+02 1.745327e+01 4.354228e+02)	(2.026530e-02 3.037208e+00 -3.879370e+00)
1896          	(-5.210560e+02 2.051835e+01 4.315183e+02)	(-5.210763e+02 1.748106e+01 4.353978e+02)	(2.023971e-02 3.037289e+00 -3.879523e+00)
1897          	(-5.210568e+02 2.054584e+01 4.315092e+02)	(-5.210770e+02 1.750849e+01 4.353889e+02)	(2.021561e-02 3.037354e+00 -3.879665e+00)
1898          	(-5.210596e+02 2.061941e+01 4.315064e+02)	(-5.210797e+02 1.758198e+01 4.353862e+02)	(2.019081e-02 3.037431e+00 -3.879814e+00)
1899          	(-5.210598e+02 2.064650e+01 4.314851e+02)	(-5.210799e+02 1.760899e+01 4.353651e+02)	(2.016613e-02 3.037510e+00 -3.879958e+00)
1900          	(-5.210600e+02 2.067159e+01 4.314708e+02)	(-5.210802e+02 1.763400e+01 4.353509e+02)	(2.014143e-02 3.037592e+00 -3.880100e+00)
1901          	(-5.210611e+02 2.070252e+01 4.314536e+02)	(-5.210812e+02 1.766486e+01 4.353338e+02)	(2.011804e-02 3.037660e+00 -3.880233e+00)
1902          	(-5.210636e+02 2.078127e+01 4.314370e+02)	(-5.210837e+02 1.774353e+01 4.353174e+02)	(2.009393e-02 3.037740e+00 -3.880372e+00)
1903          	(-5.210642e+02 2.080642e+01 4.314210e+02)	(-5.210843e+02 1.776860e+01 4.353015e+02)	(2.006989e-02 3.037820e+00 -3.880507e+00)
1904          	(-5.210637e+02 2.083045e+01 4.314093e+02)	(-5.210837e+02 1.779254e+01 4.352899e+02)	(2.004585e-02 3.037903e+00 -3.880642e+00)
1905          	(-5.210650e+02 2.085921e+01 4.313953e+02)	(-5.210850e+02 1.782124e+01 4.352760e+02)	(2.002291e-02 3.037970e+00 -3.880770e+00)
1906          	(-5.210677e+02 2.093998e+01 4.313795e+02)	(-5.210877e+02 1.790193e+01 4.352604e+02)	(1.999910e-02 3.038049e+00 -3.880909e+00)
1907          	(-5.210687e+02 2.096680e+01 4.313578e+02)	(-5.210887e+02 1.792867e+01 4.352389e+02)	(1.997524e-02 3.038129e+00 -3.881047e+00)
1908          	(-5.210697e+02 2.099658e+01 4.313449e+02)	(-5.210897e+02 1.795837e+01 4.352261e+02)	(1.995136e-02 3.038209e+00 -3.881185e+00)
1909          	(-5.210708e+02 2.102706e+01 4.313257e+02)	(-5.210907e+02 1.798878e+01 4.352070e+02)	(1.992847e-02 3.038274e+00 -3.881316e+00)
1910          	(-5.210740e+02 2.111107e+01 4.313058e+02)	(-5.210939e+02 1.807272e+01 4.351872e+02)	(1.990459e-02 3.038348e+00 -3.881454e+00)
1911          	(-5.210747e+02 2.113374e+01 4.312888e+02)	(-5.210946e+02 1.809532e+01 4.351704e+02)	(1.988068e-02 3.038421e+00 -3.881589e+00)
1912          	(-5.210752e+02 2.115912e+01 4.312804e+02)	(-5.210951e+02 1.812062e+01 4.351621e+02)	(1.985649e-02 3.038495e+00 -3.881726e+00)
1913          	(-5.210766e+02 2.119188e+01 4.312619e+02)	(-5.210964e+02 1.815333e+01 4.351438e+02)	(1.983337e-02 3.038551e+00 -3.881856e+00)
1914          	(-5.210793e+02 2.127726e+01 4.312401e+02)	(-5.210992e+02 1.823864e+01 4.351221e+02)	(1.980934e-02 3.038618e+00 -3.881994e+00)
1915          	(-5.210807e+02 2.130723e+01 4.312178e+02)	(-5.211005e+02 1.826854e+01 4.351000e+02)	(1.978512e-02 3.038683e+00 -3.882129e+00)
1916          	(-5.210811e+02 2.134077e+01 4.311980e+02)	(-5.211008e+02 1.830202e+01 4.350802e+02)	(1.976073e-02 3.038749e+00 -3.882265e+00)
1917          	(-5.210824e+02 2.137037e+01 4.311793e+02)	(-5.211021e+02 1.833157e+01 4.350617e+02)	(1.973716e-02 3.038799e+00 -3.882395e+00)
1918          	(-5.210857e+02 2.145680e+01 4.311536e+02)	(-5.211054e+02 1.841794e+01 4.350361e+02)	(1.971267e-02 3.038859e+00 -3.882534e+00)
1919          	(-5.210871e+02 2.147410e+01 4.311423e+02)	(-5.211068e+02 1.843518e+01 4.350249e+02)	(1.968817e-02 3.038917e+00 -3.882671e+00)
1920          	(-5.210873e+02 2.150648e+01 4.311167e+02)	(-5.211069e+02 1.846750e+01 4.349995e+02)	(1.966313e-02 3.038979e+00 -3.882811e+00)
1921          	(-5.210894e+02 2.153772e+01 4.311063e+02)	(-5.211091e+02 1.849870e+01 4.349892e+02)	(1.963938e-02 3.039019e+00 -3.882942e+00)
1922          	(-5.210933e+02 2.162794e+01 4.310832e+02)	(-5.211129e+02 1.858887e+01 4.349663e+02)	(1.961460e-02 3.039071e+00 -3.883084e+00)
1923          	(-5.210953e+02 2.165973e+01 4.310630e+02)	(-5.211149e+02 1.862061e+01 4.349463e+02)	(1.958966e-02 3.039122e+00 -3.883225e+00)
1924          	(-5.210960e+02 2.169697e+01 4.310353e+02)	(-5.211156e+02 1.865780e+01 4.349186e+02)	(1.956450e-02 3.039173e+00 -3.883368e+00)
1925          	(-5.210979e+02 2.172375e+01 4.310239e+02)	(-5.211175e+02 1.868454e+01 4.349074e+02)	(1.954015e-02 3.039210e+00 -3.883507e+00)
1926          	(-5.211009e+02 2.180930e+01 4.309967e+02)	(-5.211204e+02 1.877004e+01 4.348804e+02)	(1.951487e-02 3.039257e+00 -3.883655e+00)
