# Time        	(total_x total_y total_z)	(pressure_x pressure_y pressure_z)	(viscous_x viscous_y viscous_z)
161           	(-5.189213e+02 -1.766266e+02 5.767531e+02)	(-5.191165e+02 -1.805652e+02 5.813910e+02)	(1.952214e-01 3.938650e+00 -4.637975e+00)
162           	(-5.189171e+02 -1.763335e+02 5.763272e+02)	(-5.191126e+02 -1.802737e+02 5.809589e+02)	(1.955106e-01 3.940189e+00 -4.631659e+00)
163           	(-5.189078e+02 -1.750341e+02 5.749503e+02)	(-5.191036e+02 -1.789756e+02 5.795757e+02)	(1.957895e-01 3.941462e+00 -4.625399e+00)
164           	(-5.189148e+02 -1.752110e+02 5.755409e+02)	(-5.191109e+02 -1.791540e+02 5.801596e+02)	(1.960819e-01 3.943076e+00 -4.618656e+00)
165           	(-5.189133e+02 -1.741500e+02 5.745033e+02)	(-5.191096e+02 -1.780944e+02 5.791157e+02)	(1.963614e-01 3.944355e+00 -4.612369e+00)
166           	(-5.189033e+02 -1.740110e+02 5.744702e+02)	(-5.190999e+02 -1.779566e+02 5.790761e+02)	(1.966311e-01 3.945653e+00 -4.605913e+00)
167           	(-5.189018e+02 -1.740198e+02 5.745395e+02)	(-5.190987e+02 -1.779668e+02 5.791388e+02)	(1.968959e-01 3.947014e+00 -4.599257e+00)
168           	(-5.188546e+02 -1.724471e+02 5.734400e+02)	(-5.190517e+02 -1.763952e+02 5.780328e+02)	(1.971187e-01 3.948115e+00 -4.592884e+00)
169           	(-5.188820e+02 -1.724469e+02 5.735260e+02)	(-5.190793e+02 -1.763962e+02 5.781121e+02)	(1.973341e-01 3.949344e+00 -4.586138e+00)
170           	(-5.188925e+02 -1.722662e+02 5.733047e+02)	(-5.190900e+02 -1.762167e+02 5.778839e+02)	(1.975171e-01 3.950472e+00 -4.579188e+00)
171           	(-5.189018e+02 -1.721728e+02 5.733071e+02)	(-5.190995e+02 -1.761243e+02 5.778792e+02)	(1.976716e-01 3.951515e+00 -4.572104e+00)
172           	(-5.189059e+02 -1.719511e+02 5.731778e+02)	(-5.191036e+02 -1.759035e+02 5.777426e+02)	(1.977869e-01 3.952395e+00 -4.564849e+00)
173           	(-5.189165e+02 -1.716747e+02 5.729826e+02)	(-5.191143e+02 -1.756279e+02 5.775400e+02)	(1.978707e-01 3.953132e+00 -4.557449e+00)
174           	(-5.189109e+02 -1.707930e+02 5.720784e+02)	(-5.191088e+02 -1.747467e+02 5.766286e+02)	(1.979358e-01 3.953669e+00 -4.550173e+00)
175           	(-5.186806e+02 -1.711731e+02 5.721947e+02)	(-5.188786e+02 -1.751263e+02 5.767370e+02)	(1.980337e-01 3.953146e+00 -4.542248e+00)
176           	(-5.186281e+02 -1.697909e+02 5.713198e+02)	(-5.188262e+02 -1.737435e+02 5.758543e+02)	(1.981380e-01 3.952606e+00 -4.534495e+00)
177           	(-5.186445e+02 -1.673736e+02 5.690480e+02)	(-5.188427e+02 -1.713253e+02 5.735754e+02)	(1.982250e-01 3.951749e+00 -4.527357e+00)
178           	(-5.186174e+02 -1.668099e+02 5.685608e+02)	(-5.188157e+02 -1.707606e+02 5.730825e+02)	(1.983167e-01 3.950766e+00 -4.521637e+00)
179           	(-5.185871e+02 -1.649129e+02 5.673023e+02)	(-5.187855e+02 -1.688629e+02 5.718179e+02)	(1.983970e-01 3.949951e+00 -4.515527e+00)
180           	(-5.185178e+02 -1.655161e+02 5.673350e+02)	(-5.187162e+02 -1.694653e+02 5.718443e+02)	(1.984810e-01 3.949175e+00 -4.509342e+00)
181           	(-5.185404e+02 -1.651196e+02 5.670229e+02)	(-5.187389e+02 -1.690681e+02 5.715258e+02)	(1.985615e-01 3.948544e+00 -4.502885e+00)
182           	(-5.186498e+02 -1.645851e+02 5.666727e+02)	(-5.188484e+02 -1.685331e+02 5.711690e+02)	(1.986041e-01 3.947961e+00 -4.496236e+00)
183           	(-5.187965e+02 -1.641002e+02 5.661864e+02)	(-5.189950e+02 -1.680476e+02 5.706759e+02)	(1.985933e-01 3.947419e+00 -4.489425e+00)
184           	(-5.189116e+02 -1.644636e+02 5.664385e+02)	(-5.191101e+02 -1.684105e+02 5.709207e+02)	(1.985252e-01 3.946882e+00 -4.482260e+00)
185           	(-5.188696e+02 -1.651769e+02 5.664023e+02)	(-5.190680e+02 -1.691230e+02 5.708771e+02)	(1.984037e-01 3.946073e+00 -4.474817e+00)
186           	(-5.188944e+02 -1.639490e+02 5.658379e+02)	(-5.190927e+02 -1.678941e+02 5.703053e+02)	(1.982334e-01 3.945173e+00 -4.467336e+00)
187           	(-5.187627e+02 -1.622093e+02 5.645112e+02)	(-5.189608e+02 -1.661536e+02 5.689712e+02)	(1.980511e-01 3.944274e+00 -4.460054e+00)
188           	(-5.188435e+02 -1.604499e+02 5.635297e+02)	(-5.190413e+02 -1.643931e+02 5.679823e+02)	(1.978086e-01 3.943176e+00 -4.452659e+00)
189           	(-5.187445e+02 -1.595357e+02 5.627533e+02)	(-5.189420e+02 -1.634776e+02 5.671987e+02)	(1.975280e-01 3.941892e+00 -4.445309e+00)
190           	(-5.187887e+02 -1.576164e+02 5.619427e+02)	(-5.189859e+02 -1.615569e+02 5.663807e+02)	(1.972033e-01 3.940548e+00 -4.437954e+00)
191           	(-5.187391e+02 -1.563216e+02 5.608223e+02)	(-5.189360e+02 -1.602605e+02 5.652531e+02)	(1.968454e-01 3.938901e+00 -4.430842e+00)
192           	(-5.187445e+02 -1.546763e+02 5.595605e+02)	(-5.189410e+02 -1.586134e+02 5.639845e+02)	(1.964915e-01 3.937051e+00 -4.424022e+00)
193           	(-5.188458e+02 -1.586682e+02 5.622539e+02)	(-5.190418e+02 -1.626034e+02 5.666704e+02)	(1.960438e-01 3.935225e+00 -4.416455e+00)
194           	(-5.187795e+02 -1.588928e+02 5.616995e+02)	(-5.189750e+02 -1.628259e+02 5.661083e+02)	(1.955275e-01 3.933107e+00 -4.408813e+00)
195           	(-5.187171e+02 -1.588731e+02 5.614661e+02)	(-5.189121e+02 -1.628039e+02 5.658674e+02)	(1.949853e-01 3.930816e+00 -4.401252e+00)
196           	(-5.187010e+02 -1.583352e+02 5.601051e+02)	(-5.188953e+02 -1.622633e+02 5.644988e+02)	(1.943906e-01 3.928163e+00 -4.393773e+00)
197           	(-5.186795e+02 -1.581602e+02 5.602807e+02)	(-5.188733e+02 -1.620857e+02 5.646668e+02)	(1.937416e-01 3.925582e+00 -4.386106e+00)
198           	(-5.184317e+02 -1.570063e+02 5.593523e+02)	(-5.186250e+02 -1.609298e+02 5.637323e+02)	(1.933015e-01 3.923592e+00 -4.380040e+00)
199           	(-5.183808e+02 -1.561412e+02 5.586788e+02)	(-5.185736e+02 -1.600628e+02 5.630523e+02)	(1.928335e-01 3.921609e+00 -4.373483e+00)
200           	(-5.183342e+02 -1.546333e+02 5.576888e+02)	(-5.185266e+02 -1.585527e+02 5.620559e+02)	(1.923605e-01 3.919452e+00 -4.367049e+00)
201           	(-5.174952e+02 -1.494876e+02 5.550916e+02)	(-5.176872e+02 -1.534052e+02 5.594535e+02)	(1.920262e-01 3.917662e+00 -4.361867e+00)
202           	(-5.175148e+02 -1.506193e+02 5.553419e+02)	(-5.177065e+02 -1.545351e+02 5.596986e+02)	(1.917147e-01 3.915738e+00 -4.356736e+00)
203           	(-5.174815e+02 -1.512554e+02 5.554796e+02)	(-5.176729e+02 -1.551691e+02 5.598312e+02)	(1.913920e-01 3.913724e+00 -4.351659e+00)
204           	(-5.174269e+02 -1.518306e+02 5.555277e+02)	(-5.176179e+02 -1.557422e+02 5.598742e+02)	(1.910575e-01 3.911601e+00 -4.346577e+00)
205           	(-5.174578e+02 -1.520004e+02 5.538218e+02)	(-5.176485e+02 -1.559094e+02 5.581639e+02)	(1.906945e-01 3.909004e+00 -4.342072e+00)
206           	(-5.174875e+02 -1.529387e+02 5.542740e+02)	(-5.176778e+02 -1.568450e+02 5.586117e+02)	(1.903009e-01 3.906284e+00 -4.337696e+00)
207           	(-5.175040e+02 -1.529525e+02 5.543679e+02)	(-5.176938e+02 -1.568561e+02 5.587012e+02)	(1.898881e-01 3.903552e+00 -4.333320e+00)
208           	(-5.175395e+02 -1.522451e+02 5.537678e+02)	(-5.177290e+02 -1.561461e+02 5.580971e+02)	(1.895072e-01 3.901003e+00 -4.329362e+00)
209           	(-5.176113e+02 -1.522475e+02 5.540588e+02)	(-5.178004e+02 -1.561460e+02 5.583844e+02)	(1.891402e-01 3.898548e+00 -4.325616e+00)
210           	(-5.177165e+02 -1.513484e+02 5.540598e+02)	(-5.179053e+02 -1.552445e+02 5.583817e+02)	(1.887734e-01 3.896096e+00 -4.321921e+00)
211           	(-5.178333e+02 -1.498753e+02 5.538229e+02)	(-5.180217e+02 -1.537688e+02 5.581411e+02)	(1.884005e-01 3.893594e+00 -4.318195e+00)
212           	(-5.179333e+02 -1.480198e+02 5.534536e+02)	(-5.181213e+02 -1.519109e+02 5.577680e+02)	(1.880166e-01 3.891013e+00 -4.314417e+00)
213           	(-5.179629e+02 -1.463472e+02 5.528746e+02)	(-5.181505e+02 -1.502355e+02 5.571852e+02)	(1.876202e-01 3.888371e+00 -4.310613e+00)
214           	(-5.179666e+02 -1.460829e+02 5.528381e+02)	(-5.181538e+02 -1.499686e+02 5.571449e+02)	(1.872013e-01 3.885714e+00 -4.306780e+00)
215           	(-5.180283e+02 -1.452425e+02 5.526170e+02)	(-5.182150e+02 -1.491255e+02 5.569198e+02)	(1.867501e-01 3.883009e+00 -4.302809e+00)
216           	(-5.179767e+02 -1.452604e+02 5.525126e+02)	(-5.181630e+02 -1.491406e+02 5.568114e+02)	(1.862629e-01 3.880182e+00 -4.298784e+00)
217           	(-5.179653e+02 -1.450260e+02 5.523689e+02)	(-5.181510e+02 -1.489032e+02 5.566635e+02)	(1.857286e-01 3.877223e+00 -4.294589e+00)
218           	(-5.179010e+02 -1.459141e+02 5.526790e+02)	(-5.180861e+02 -1.497882e+02 5.569691e+02)	(1.851323e-01 3.874089e+00 -4.290119e+00)
219           	(-5.179111e+02 -1.464884e+02 5.529534e+02)	(-5.180955e+02 -1.503591e+02 5.572388e+02)	(1.844446e-01 3.870701e+00 -4.285365e+00)
220           	(-5.177901e+02 -1.453572e+02 5.520933e+02)	(-5.179738e+02 -1.492244e+02 5.563741e+02)	(1.837242e-01 3.867234e+00 -4.280805e+00)
221           	(-5.178856e+02 -1.468168e+02 5.527916e+02)	(-5.180685e+02 -1.506803e+02 5.570675e+02)	(1.829034e-01 3.863437e+00 -4.275919e+00)
222           	(-5.179198e+02 -1.473494e+02 5.531102e+02)	(-5.181018e+02 -1.512088e+02 5.573809e+02)	(1.820586e-01 3.859393e+00 -4.270620e+00)
223           	(-5.178061e+02 -1.462789e+02 5.522131e+02)	(-5.179873e+02 -1.501342e+02 5.564785e+02)	(1.811891e-01 3.855290e+00 -4.265384e+00)
224           	(-5.177348e+02 -1.457039e+02 5.514216e+02)	(-5.179151e+02 -1.495549e+02 5.556815e+02)	(1.802770e-01 3.850960e+00 -4.259843e+00)
225           	(-5.174582e+02 -1.418617e+02 5.494614e+02)	(-5.176376e+02 -1.457084e+02 5.537164e+02)	(1.794058e-01 3.846733e+00 -4.254956e+00)
226           	(-5.174686e+02 -1.418362e+02 5.492254e+02)	(-5.176471e+02 -1.456785e+02 5.534754e+02)	(1.784808e-01 3.842347e+00 -4.249935e+00)
227           	(-5.173736e+02 -1.435391e+02 5.494703e+02)	(-5.175511e+02 -1.473769e+02 5.537153e+02)	(1.775372e-01 3.837806e+00 -4.244978e+00)
228           	(-5.172589e+02 -1.420626e+02 5.486137e+02)	(-5.174355e+02 -1.458957e+02 5.528538e+02)	(1.765635e-01 3.833135e+00 -4.240087e+00)
229           	(-5.171512e+02 -1.401928e+02 5.472938e+02)	(-5.173267e+02 -1.440211e+02 5.515290e+02)	(1.755599e-01 3.828329e+00 -4.235216e+00)
230           	(-5.168037e+02 -1.389762e+02 5.461334e+02)	(-5.169783e+02 -1.427998e+02 5.503641e+02)	(1.746083e-01 3.823596e+00 -4.230730e+00)
231           	(-5.166710e+02 -1.397460e+02 5.456157e+02)	(-5.168446e+02 -1.435644e+02 5.498415e+02)	(1.736070e-01 3.818409e+00 -4.225794e+00)
232           	(-5.160781e+02 -1.362321e+02 5.432754e+02)	(-5.162512e+02 -1.400473e+02 5.474981e+02)	(1.731692e-01 3.815271e+00 -4.222774e+00)
233           	(-5.160272e+02 -1.365264e+02 5.431189e+02)	(-5.162000e+02 -1.403387e+02 5.473388e+02)	(1.727780e-01 3.812281e+00 -4.219825e+00)
234           	(-5.159634e+02 -1.367656e+02 5.430497e+02)	(-5.161358e+02 -1.405749e+02 5.472666e+02)	(1.724044e-01 3.809310e+00 -4.216844e+00)
235           	(-5.158818e+02 -1.364928e+02 5.428834e+02)	(-5.160538e+02 -1.402992e+02 5.470973e+02)	(1.720585e-01 3.806427e+00 -4.213906e+00)
236           	(-5.157640e+02 -1.353311e+02 5.420719e+02)	(-5.159358e+02 -1.391348e+02 5.462830e+02)	(1.717451e-01 3.803698e+00 -4.211062e+00)
237           	(-5.157244e+02 -1.348982e+02 5.416375e+02)	(-5.158959e+02 -1.386992e+02 5.458458e+02)	(1.714279e-01 3.801001e+00 -4.208215e+00)
238           	(-5.156929e+02 -1.346450e+02 5.413402e+02)	(-5.158640e+02 -1.384433e+02 5.455456e+02)	(1.711067e-01 3.798286e+00 -4.205385e+00)
239           	(-5.156677e+02 -1.341704e+02 5.409397e+02)	(-5.158385e+02 -1.379660e+02 5.451423e+02)	(1.707767e-01 3.795624e+00 -4.202597e+00)
240           	(-5.156433e+02 -1.335583e+02 5.404651e+02)	(-5.158138e+02 -1.373512e+02 5.446649e+02)	(1.704362e-01 3.792910e+00 -4.199767e+00)
241           	(-5.156144e+02 -1.328662e+02 5.398893e+02)	(-5.157845e+02 -1.366564e+02 5.440862e+02)	(1.700837e-01 3.790172e+00 -4.196901e+00)
242           	(-5.155822e+02 -1.325710e+02 5.397762e+02)	(-5.157519e+02 -1.363584e+02 5.439701e+02)	(1.697139e-01 3.787369e+00 -4.193975e+00)
243           	(-5.155538e+02 -1.318396e+02 5.393891e+02)	(-5.157232e+02 -1.356242e+02 5.435801e+02)	(1.693324e-01 3.784536e+00 -4.191031e+00)
244           	(-5.154960e+02 -1.314010e+02 5.390523e+02)	(-5.156649e+02 -1.351827e+02 5.432404e+02)	(1.689447e-01 3.781684e+00 -4.188089e+00)
245           	(-5.154745e+02 -1.305581e+02 5.385882e+02)	(-5.156431e+02 -1.343369e+02 5.427734e+02)	(1.685500e-01 3.778807e+00 -4.185179e+00)
246           	(-5.154208e+02 -1.301187e+02 5.382695e+02)	(-5.155890e+02 -1.338946e+02 5.424518e+02)	(1.681478e-01 3.775892e+00 -4.182251e+00)
247           	(-5.153935e+02 -1.292993e+02 5.377707e+02)	(-5.155612e+02 -1.330723e+02 5.419500e+02)	(1.677360e-01 3.772987e+00 -4.179311e+00)
248           	(-5.153383e+02 -1.288025e+02 5.373859e+02)	(-5.155056e+02 -1.325725e+02 5.415622e+02)	(1.673149e-01 3.770043e+00 -4.176333e+00)
249           	(-5.153195e+02 -1.280592e+02 5.369788e+02)	(-5.154864e+02 -1.318263e+02 5.411522e+02)	(1.668816e-01 3.767063e+00 -4.173362e+00)
250           	(-5.152710e+02 -1.274469e+02 5.365801e+02)	(-5.154374e+02 -1.312109e+02 5.407505e+02)	(1.664367e-01 3.764032e+00 -4.170341e+00)
251           	(-5.152924e+02 -1.266628e+02 5.359741e+02)	(-5.154584e+02 -1.304238e+02 5.401415e+02)	(1.659772e-01 3.760941e+00 -4.167424e+00)
252           	(-5.152381e+02 -1.260492e+02 5.356487e+02)	(-5.154036e+02 -1.298071e+02 5.398131e+02)	(1.655036e-01 3.757840e+00 -4.164410e+00)
253           	(-5.152094e+02 -1.252391e+02 5.351877e+02)	(-5.153744e+02 -1.289938e+02 5.393491e+02)	(1.650122e-01 3.754732e+00 -4.161424e+00)
254           	(-5.151834e+02 -1.246283e+02 5.349256e+02)	(-5.153479e+02 -1.283799e+02 5.390841e+02)	(1.645014e-01 3.751590e+00 -4.158479e+00)
255           	(-5.151645e+02 -1.240849e+02 5.346705e+02)	(-5.153285e+02 -1.278334e+02 5.388259e+02)	(1.639684e-01 3.748436e+00 -4.155483e+00)
256           	(-5.151247e+02 -1.236587e+02 5.344265e+02)	(-5.152881e+02 -1.274039e+02 5.385788e+02)	(1.634183e-01 3.745241e+00 -4.152374e+00)
257           	(-5.150939e+02 -1.231410e+02 5.341732e+02)	(-5.152568e+02 -1.268830e+02 5.383225e+02)	(1.628481e-01 3.742038e+00 -4.149249e+00)
258           	(-5.150431e+02 -1.224569e+02 5.337464e+02)	(-5.152054e+02 -1.261957e+02 5.378925e+02)	(1.622626e-01 3.738800e+00 -4.146068e+00)
259           	(-5.150043e+02 -1.218792e+02 5.335125e+02)	(-5.151660e+02 -1.256148e+02 5.376555e+02)	(1.616550e-01 3.735553e+00 -4.142949e+00)
260           	(-5.149852e+02 -1.208200e+02 5.329824e+02)	(-5.151462e+02 -1.245524e+02 5.371223e+02)	(1.610270e-01 3.732334e+00 -4.139977e+00)
261           	(-5.148711e+02 -1.186303e+02 5.307151e+02)	(-5.150315e+02 -1.223595e+02 5.348522e+02)	(1.604011e-01 3.729166e+00 -4.137165e+00)
262           	(-5.148149e+02 -1.180072e+02 5.304011e+02)	(-5.149747e+02 -1.217331e+02 5.345353e+02)	(1.597552e-01 3.725953e+00 -4.134220e+00)
263           	(-5.147655e+02 -1.174433e+02 5.302917e+02)	(-5.149246e+02 -1.211659e+02 5.344229e+02)	(1.590891e-01 3.722688e+00 -4.131205e+00)
264           	(-5.147289e+02 -1.167239e+02 5.299606e+02)	(-5.148873e+02 -1.204433e+02 5.340888e+02)	(1.584030e-01 3.719380e+00 -4.128139e+00)
265           	(-5.146706e+02 -1.163305e+02 5.298176e+02)	(-5.148283e+02 -1.200465e+02 5.339426e+02)	(1.576947e-01 3.716031e+00 -4.125043e+00)
266           	(-5.146352e+02 -1.155786e+02 5.295373e+02)	(-5.147921e+02 -1.192912e+02 5.336592e+02)	(1.569671e-01 3.712654e+00 -4.121931e+00)
267           	(-5.145609e+02 -1.151842e+02 5.293051e+02)	(-5.147172e+02 -1.188934e+02 5.334236e+02)	(1.562184e-01 3.709199e+00 -4.118537e+00)
268           	(-5.145226e+02 -1.144804e+02 5.291743e+02)	(-5.146780e+02 -1.181862e+02 5.332895e+02)	(1.554588e-01 3.705750e+00 -4.115267e+00)
269           	(-5.145101e+02 -1.143005e+02 5.292320e+02)	(-5.146648e+02 -1.180030e+02 5.333442e+02)	(1.547318e-01 3.702442e+00 -4.112172e+00)
270           	(-5.144808e+02 -1.137254e+02 5.289707e+02)	(-5.146348e+02 -1.174245e+02 5.330798e+02)	(1.539732e-01 3.699091e+00 -4.109077e+00)
271           	(-5.144355e+02 -1.132823e+02 5.288703e+02)	(-5.145887e+02 -1.169780e+02 5.329763e+02)	(1.532042e-01 3.695741e+00 -4.106029e+00)
272           	(-5.144133e+02 -1.127654e+02 5.286816e+02)	(-5.145657e+02 -1.164578e+02 5.327846e+02)	(1.524206e-01 3.692369e+00 -4.102987e+00)
273           	(-5.143470e+02 -1.123034e+02 5.286028e+02)	(-5.144986e+02 -1.159924e+02 5.327028e+02)	(1.516182e-01 3.688980e+00 -4.099974e+00)
274           	(-5.143403e+02 -1.118401e+02 5.282792e+02)	(-5.144911e+02 -1.155256e+02 5.323762e+02)	(1.507983e-01 3.685524e+00 -4.097008e+00)
275           	(-5.142881e+02 -1.114228e+02 5.281666e+02)	(-5.144381e+02 -1.151048e+02 5.322606e+02)	(1.499594e-01 3.682034e+00 -4.094057e+00)
276           	(-5.142451e+02 -1.107113e+02 5.278543e+02)	(-5.143942e+02 -1.143898e+02 5.319454e+02)	(1.491054e-01 3.678507e+00 -4.091121e+00)
277           	(-5.141873e+02 -1.102630e+02 5.276889e+02)	(-5.143355e+02 -1.139379e+02 5.317771e+02)	(1.482405e-01 3.674945e+00 -4.088218e+00)
278           	(-5.141528e+02 -1.096469e+02 5.274225e+02)	(-5.143001e+02 -1.133183e+02 5.315079e+02)	(1.473659e-01 3.671352e+00 -4.085367e+00)
279           	(-5.140918e+02 -1.091001e+02 5.272721e+02)	(-5.142383e+02 -1.127679e+02 5.313546e+02)	(1.465022e-01 3.667809e+00 -4.082592e+00)
280           	(-5.140970e+02 -1.086672e+02 5.271783e+02)	(-5.142427e+02 -1.123316e+02 5.312582e+02)	(1.456999e-01 3.664376e+00 -4.079864e+00)
281           	(-5.140461e+02 -1.084021e+02 5.273153e+02)	(-5.141912e+02 -1.120633e+02 5.313926e+02)	(1.450179e-01 3.661191e+00 -4.077277e+00)
282           	(-5.140340e+02 -1.080678e+02 5.273375e+02)	(-5.141784e+02 -1.117258e+02 5.314124e+02)	(1.443303e-01 3.657990e+00 -4.074826e+00)
283           	(-5.140109e+02 -1.076568e+02 5.273152e+02)	(-5.141545e+02 -1.113116e+02 5.313878e+02)	(1.436288e-01 3.654754e+00 -4.072547e+00)
284           	(-5.139820e+02 -1.072236e+02 5.271060e+02)	(-5.141249e+02 -1.108751e+02 5.311762e+02)	(1.429131e-01 3.651495e+00 -4.070214e+00)
285           	(-5.139366e+02 -1.067224e+02 5.269436e+02)	(-5.140788e+02 -1.103706e+02 5.310114e+02)	(1.421806e-01 3.648195e+00 -4.067858e+00)
286           	(-5.138877e+02 -1.061195e+02 5.267141e+02)	(-5.140291e+02 -1.097644e+02 5.307795e+02)	(1.414239e-01 3.644824e+00 -4.065480e+00)
287           	(-5.138271e+02 -1.056641e+02 5.266228e+02)	(-5.139677e+02 -1.093054e+02 5.306859e+02)	(1.406373e-01 3.641392e+00 -4.063127e+00)
288           	(-5.137630e+02 -1.051581e+02 5.262622e+02)	(-5.139029e+02 -1.087961e+02 5.303230e+02)	(1.398331e-01 3.637923e+00 -4.060823e+00)
289           	(-5.137062e+02 -1.046932e+02 5.262318e+02)	(-5.138452e+02 -1.083276e+02 5.302903e+02)	(1.390152e-01 3.634380e+00 -4.058530e+00)
290           	(-5.136406e+02 -1.034506e+02 5.254435e+02)	(-5.137789e+02 -1.070816e+02 5.294999e+02)	(1.382213e-01 3.630959e+00 -4.056374e+00)
291           	(-5.136027e+02 -1.031700e+02 5.256134e+02)	(-5.137401e+02 -1.067974e+02 5.296676e+02)	(1.374231e-01 3.627481e+00 -4.054258e+00)
292           	(-5.135646e+02 -1.027043e+02 5.254504e+02)	(-5.137013e+02 -1.063283e+02 5.295026e+02)	(1.366275e-01 3.623983e+00 -4.052131e+00)
293           	(-5.135305e+02 -1.023081e+02 5.252954e+02)	(-5.136663e+02 -1.059286e+02 5.293454e+02)	(1.358411e-01 3.620493e+00 -4.050046e+00)
294           	(-5.135028e+02 -1.018755e+02 5.251621e+02)	(-5.136379e+02 -1.054925e+02 5.292101e+02)	(1.350691e-01 3.617050e+00 -4.048020e+00)
295           	(-5.134505e+02 -1.013923e+02 5.248465e+02)	(-5.135848e+02 -1.050060e+02 5.288925e+02)	(1.343113e-01 3.613702e+00 -4.046023e+00)
296           	(-5.134297e+02 -1.010732e+02 5.249297e+02)	(-5.135633e+02 -1.046835e+02 5.289736e+02)	(1.335566e-01 3.610308e+00 -4.043961e+00)
297           	(-5.133954e+02 -1.006542e+02 5.248117e+02)	(-5.135282e+02 -1.042611e+02 5.288536e+02)	(1.328019e-01 3.606854e+00 -4.041907e+00)
298           	(-5.133618e+02 -1.002102e+02 5.246512e+02)	(-5.134939e+02 -1.038136e+02 5.286911e+02)	(1.320465e-01 3.603350e+00 -4.039871e+00)
299           	(-5.133301e+02 -1.000726e+02 5.249009e+02)	(-5.134614e+02 -1.036725e+02 5.289390e+02)	(1.312928e-01 3.599962e+00 -4.038136e+00)
300           	(-5.133123e+02 -9.989199e+01 5.247468e+02)	(-5.134429e+02 -1.034886e+02 5.287832e+02)	(1.305457e-01 3.596560e+00 -4.036350e+00)
301           	(-5.132231e+02 -9.902658e+01 5.240805e+02)	(-5.133527e+02 -1.026193e+02 5.281149e+02)	(1.296837e-01 3.592730e+00 -4.034395e+00)
302           	(-5.130573e+02 -9.802330e+01 5.231521e+02)	(-5.131860e+02 -1.016118e+02 5.271845e+02)	(1.286524e-01 3.588462e+00 -4.032396e+00)
303           	(-5.129900e+02 -9.738566e+01 5.229758e+02)	(-5.131177e+02 -1.009698e+02 5.270063e+02)	(1.276288e-01 3.584169e+00 -4.030481e+00)
304           	(-5.129310e+02 -9.680390e+01 5.227576e+02)	(-5.130576e+02 -1.003838e+02 5.267862e+02)	(1.266140e-01 3.579864e+00 -4.028660e+00)
305           	(-5.128795e+02 -9.626859e+01 5.225616e+02)	(-5.130051e+02 -9.984409e+01 5.265885e+02)	(1.255913e-01 3.575503e+00 -4.026912e+00)
306           	(-5.128188e+02 -9.568296e+01 5.222852e+02)	(-5.129434e+02 -9.925399e+01 5.263104e+02)	(1.245454e-01 3.571031e+00 -4.025209e+00)
307           	(-5.127534e+02 -9.509368e+01 5.219578e+02)	(-5.128769e+02 -9.866019e+01 5.259813e+02)	(1.235053e-01 3.566510e+00 -4.023501e+00)
308           	(-5.126741e+02 -9.431242e+01 5.215340e+02)	(-5.127965e+02 -9.787438e+01 5.255558e+02)	(1.224771e-01 3.561959e+00 -4.021737e+00)
309           	(-5.126282e+02 -9.373176e+01 5.213383e+02)	(-5.127497e+02 -9.728926e+01 5.253582e+02)	(1.214955e-01 3.557498e+00 -4.019983e+00)
310           	(-5.126344e+02 -9.331634e+01 5.213178e+02)	(-5.127550e+02 -9.686951e+01 5.253360e+02)	(1.205876e-01 3.553172e+00 -4.018215e+00)
311           	(-5.126183e+02 -9.285173e+01 5.213408e+02)	(-5.127380e+02 -9.640046e+01 5.253572e+02)	(1.196843e-01 3.548730e+00 -4.016478e+00)
312           	(-5.126081e+02 -9.218422e+01 5.211204e+02)	(-5.127269e+02 -9.572836e+01 5.251350e+02)	(1.187901e-01 3.544148e+00 -4.014663e+00)
313           	(-5.125907e+02 -9.150960e+01 5.208156e+02)	(-5.127086e+02 -9.504889e+01 5.248282e+02)	(1.179001e-01 3.539288e+00 -4.012648e+00)
314           	(-5.125331e+02 -9.067767e+01 5.203763e+02)	(-5.126501e+02 -9.421235e+01 5.243870e+02)	(1.170363e-01 3.534680e+00 -4.010658e+00)
315           	(-5.125045e+02 -9.006663e+01 5.201300e+02)	(-5.126207e+02 -9.359676e+01 5.241387e+02)	(1.161836e-01 3.530128e+00 -4.008670e+00)
